,Title,Year,Age,Rotten Tomatoes,Netflix,Amazon,emmy_nomination,emmy_win,oscar_nomination,oscar_win,Type,IMDb,Genres
7509,Solar Impact: The Destruction of London,2019,,42/100,0,1,0,0,0,0,movie,3.4,"['Horror', 'Sci-Fi']"
7510,Hired to Kill,1990,18+,42/100,0,1,0,0,0,0,movie,4.9,"['Action', 'Thriller']"
7511,The Secret World of Lewis Carroll,2015,,42/100,0,1,0,0,0,0,tv movie,6.3,['Documentary']
7512,Silence Patton,2018,,42/100,0,1,0,0,0,0,movie,6.7,['Documentary']
7513,To Catch a Serial Killer with Trevor McDonald,2018,16+,42/100,0,1,0,0,0,0,tv movie,6.3,"['Documentary', 'Crime']"
7514,Ice Spiders,2007,18+,42/100,0,1,0,0,0,0,tv movie,3.1,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
7515,The Racing Scene,1969,all,42/100,0,1,0,0,0,0,movie,7.7,['Documentary']
7516,Infected,2013,18+,42/100,0,1,0,0,0,0,movie,2.8,"['Action', 'Horror', 'Sci-Fi']"
7517,Breaking Wind,2012,18+,42/100,0,1,0,0,0,0,movie,2.3,['Comedy']
7518,Prince of Central Park,2000,13+,42/100,0,1,0,0,0,0,movie,5.2,"['Action', 'Adventure', 'Drama']"
7519,Lake Los Angeles,2014,7+,42/100,0,1,0,0,0,0,movie,6.8,['Drama']
7520,Marvin & Tige,1985,7+,42/100,0,1,0,0,0,0,episode,8.2,['Talk-Show']
7521,Falls Around Her,2018,,42/100,0,1,0,0,0,0,movie,6.3,"['Drama', 'Thriller']"
7522,Goodland,2018,,42/100,0,1,0,0,0,0,episode,9.1,['Comedy']
7523,Ostatni ludzie Czarnobyla 2,2019,,42/100,0,1,0,0,0,0,movie,8.4,['Documentary']
7524,Dark Woods II,2015,,42/100,0,1,0,0,0,0,,,['nan']
7525,The Ranger and the Lady,1940,,42/100,0,1,0,0,0,0,movie,6.4,['Western']
7526,Tom Wilson: Bigger Than You,2011,,42/100,0,1,0,0,0,0,video movie,7.2,['Comedy']
7527,Blockade,1938,,42/100,0,1,0,0,2,0,movie,5.7,"['Drama', 'Romance', 'War']"
7528,Four Enchanted Sisters,2020,7+,42/100,0,1,0,0,0,0,movie,4.9,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
7529,There's Always Tomorrow,1934,,42/100,0,1,0,0,0,0,movie,6.8,"['Drama', 'Romance']"
7530,The Fox Family,2006,,42/100,0,1,0,0,0,0,movie,6.3,"['Comedy', 'Fantasy', 'Musical']"
7531,Secrets,2017,13+,42/100,0,1,0,0,0,0,movie,5.7,['Drama']
7532,Amar Akbar Anthony,2018,,42/100,0,1,0,0,0,0,movie,4.3,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
7533,Erik Griffin: AmERIKan Warrior,2018,18+,42/100,0,1,0,0,0,0,movie,6.7,['Comedy']
7534,Escape and Evasion,2019,16+,42/100,0,1,0,0,0,0,movie,4.5,"['Drama', 'War']"
7535,Painted Horses,2017,,42/100,0,1,0,0,0,0,movie,6.8,['Drama']
7536,A Kiss for Jed Wood,2011,,42/100,0,1,0,0,0,0,movie,6.9,['Comedy']
7537,Housequake,2009,,42/100,0,1,0,0,0,0,movie,7.9,['Documentary']
7538,RISE,2014,18+,42/100,0,1,0,0,0,0,movie,5.9,"['Crime', 'Drama']"
7539,The Reef 2: High Tide,2012,all,42/100,0,1,0,0,0,0,movie,3.9,"['Animation', 'Family', 'Musical']"
7540,Gun and a Hotel Bible,2021,,42/100,0,1,0,0,0,0,movie,4.3,['Drama']
7541,Hi-De-Ho,1947,7+,42/100,0,1,0,0,0,0,movie,5.8,['Musical']
7542,Project Moon Base,1953,,42/100,0,1,0,0,0,0,movie,3.3,['Sci-Fi']
7543,Deadly Nightshade,1953,,42/100,0,1,0,0,0,0,movie,6.5,"['Crime', 'Drama']"
7544,The Sharkfighters,1956,,42/100,0,1,0,0,0,0,movie,5.2,"['Adventure', 'Drama', 'War']"
7545,Tribulation,2000,13+,42/100,0,1,0,0,0,0,movie,5.0,"['Drama', 'Sci-Fi', 'Thriller']"
7546,La Cucaracha,1998,18+,42/100,0,1,0,0,1,1,movie,6.0,"['Comedy', 'Crime', 'Drama', 'Thriller']"
7547,Roadhouse Girl,1953,,42/100,0,1,0,0,0,0,movie,5.8,"['Crime', 'Drama']"
7548,Do Anjaane,1976,,42/100,0,1,0,0,0,0,movie,6.9,['Drama']
7549,A Stone in the Water,2019,18+,42/100,0,1,0,0,0,0,movie,5.1,['Thriller']
7550,"ETs Among Us 2: Our Alien Origins, Antarctica, Mars and Beyond",2018,,42/100,0,1,0,0,0,0,movie,6.9,['Documentary']
7551,Axeman at Cutters Creek,2021,,42/100,0,1,0,0,0,0,movie,3.3,['Horror']
7552,The Perfect Victim,2012,13+,42/100,0,1,0,0,0,0,movie,7.7,"['Documentary', 'Crime']"
7553,Raiders of the Seven Seas,1953,,42/100,0,1,0,0,0,0,movie,5.7,['Adventure']
7554,The Chronology Protection Case,2013,,42/100,0,1,0,0,0,0,movie,7.7,"['Short', 'Mystery', 'Sci-Fi']"
7555,Wild Faith,2017,7+,42/100,0,1,0,0,0,0,,,['nan']
7556,"Angry, White and American",2017,13+,42/100,0,1,0,0,0,0,tv movie,5.5,['Documentary']
7557,I Am or How Jack Became Black,2017,,42/100,0,1,0,0,0,0,,,['nan']
7558,The Wereth Eleven,2011,,42/100,0,1,0,0,0,0,movie,6.3,"['Documentary', 'War']"
7559,Hampton's Legion,2021,,42/100,0,1,0,0,0,0,movie,2.2,"['Action', 'War']"
7560,Mr. Imperium,1951,,42/100,0,1,0,0,0,0,movie,5.0,"['Drama', 'Musical', 'Romance']"
7561,Solar Attack,2006,7+,42/100,0,1,0,0,0,0,tv movie,4.0,"['Action', 'Sci-Fi', 'Thriller']"
7562,The Real Macaw,1998,all,42/100,0,1,0,0,0,0,movie,5.6,"['Family', 'Adventure']"
7563,The Christmas Elves,1995,,42/100,0,1,0,0,0,0,video movie,6.8,"['Animation', 'Family']"
7564,Gary Gulman: Boyish Man,2005,,42/100,0,1,0,0,0,0,video movie,7.1,['Comedy']
7565,4Closed,2013,13+,42/100,0,1,0,0,0,0,video movie,,"['Documentary', 'Short']"
7566,The Busy Little Engine,2005,,42/100,0,1,0,0,0,0,video movie,8.0,"['Animation', 'Short', 'Family']"
7567,Marina,2012,,42/100,0,1,0,0,0,0,movie,5.6,"['Comedy', 'Drama']"
7568,Dope Fiend,2017,,42/100,0,1,0,0,0,0,movie,5.9,"['Crime', 'Drama']"
7569,Raabta,2017,,42/100,0,1,0,0,0,0,movie,5.2,"['Action', 'Drama', 'Fantasy', 'Romance', 'Thriller']"
7570,Devil's Trail,2017,,42/100,0,1,0,0,0,0,movie,3.4,['Horror']
7571,Lillith,2019,,42/100,0,1,0,0,0,0,movie,3.8,"['Comedy', 'Horror']"
7572,My Man Is a Loser,2014,18+,42/100,0,1,0,0,0,0,movie,4.4,['Comedy']
7573,Taken Heart,2017,,42/100,0,1,0,0,0,0,podcast episode,,['Documentary']
7574,Sherlock Holmes and the Sign of Four,1983,,42/100,0,1,0,0,0,0,movie,6.2,"['Animation', 'Crime', 'Family', 'Mystery']"
7575,Sleeping Fist,1979,,42/100,0,1,0,0,0,0,movie,6.3,['Action']
7576,Before Dawn,2013,,42/100,0,1,0,0,0,0,movie,4.8,['Horror']
7577,Dan Cummins: Don't Wake The Bear,2017,,42/100,0,1,0,0,0,0,video movie,7.7,['Comedy']
7578,Home for Harvest,2019,,42/100,0,1,0,0,0,0,tv movie,4.6,['Romance']
7579,Terror Birds,2016,,42/100,0,1,0,0,0,0,movie,3.5,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
7580,Alien Intruder,1993,18+,42/100,0,1,0,0,0,0,video movie,3.5,['Sci-Fi']
7581,Wedding Swingers,2018,,42/100,0,1,0,0,0,0,movie,3.5,"['Comedy', 'Drama', 'Romance']"
7582,Android Apocalypse,2006,13+,42/100,0,1,0,0,0,0,tv movie,4.0,"['Sci-Fi', 'Thriller']"
7583,Blood and Lace,1971,18+,42/100,0,1,0,0,0,0,movie,5.5,['Horror']
7584,Following Phil,2018,,42/100,0,1,0,0,0,0,movie,6.5,"['Drama', 'Family']"
7585,Trouble with Sex,2006,18+,42/100,0,1,0,0,0,0,movie,5.3,"['Drama', 'Romance']"
7586,Alice Wetterlund: My Mama Is a Human and So Am I,2019,18+,42/100,0,1,0,0,0,0,movie,5.7,['Comedy']
7587,Prison of Secrets,1997,13+,42/100,0,1,0,0,0,0,tv movie,6.0,"['Crime', 'Drama']"
7588,Copper Bill,2020,7+,42/100,0,1,0,0,0,0,movie,3.9,['Thriller']
7589,Ek Vivaah Aisa Bhi,2008,all,42/100,0,1,0,0,0,0,movie,5.2,"['Drama', 'Romance']"
7590,Samar,2013,,42/100,0,1,0,0,0,0,movie,5.5,"['Action', 'Adventure', 'Thriller']"
7591,Streets of New York,1939,,42/100,0,1,0,0,0,0,movie,6.2,"['Action', 'Crime', 'Drama']"
7592,The Wrong Babysitter,2017,16+,42/100,0,1,0,0,0,0,tv movie,3.6,['Thriller']
7593,Coyote County Loser,2009,7+,42/100,0,1,0,0,0,0,movie,6.2,"['Comedy', 'Drama', 'Romance']"
7594,The Missing Corpse,1945,,42/100,0,1,0,0,0,0,movie,5.9,"['Comedy', 'Mystery']"
7595,Chasing Niagara,2016,,42/100,0,1,0,0,0,0,movie,6.2,"['Documentary', 'Adventure']"
7596,Ghetto Dawg,2002,18+,42/100,0,1,0,0,0,0,movie,4.5,['Drama']
7597,Jack White: Kneeling At The Anthem D.C.,2018,,42/100,0,1,0,0,0,0,movie,6.8,['Documentary']
7598,Trail to San Antone,1947,,42/100,0,1,0,0,0,0,movie,6.4,['Western']
7599,Iliza Shlesinger: Over & Over,2019,,42/100,0,1,0,0,0,0,movie,5.9,['Documentary']
7600,Sx_Tape,2013,18+,42/100,0,1,0,0,0,0,movie,3.3,['Horror']
7601,Red Sun Rising,1994,18+,42/100,0,1,0,0,0,0,movie,5.4,['Action']
7602,Beyond the Purple Hills,1950,,42/100,0,1,0,0,0,0,movie,6.4,['Western']
7603,Before Your Time,2017,all,42/100,0,1,0,0,0,0,movie,6.6,['Family']
7604,Wild Kratts: Creepy Creatures,2018,all,42/100,0,1,0,0,0,0,,,['nan']
7605,CRSHD,2019,,42/100,0,1,0,0,0,0,movie,5.0,"['Comedy', 'Drama']"
7606,"Mr. Wong, Detective",1938,,42/100,0,1,0,0,0,0,movie,6.1,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
7607,The Hired Heart,1997,7+,42/100,0,1,0,0,0,0,tv movie,6.1,"['Drama', 'Romance']"
7608,Bad is Bad,2011,,42/100,0,1,0,0,0,0,movie,5.8,"['Drama', 'Thriller']"
7609,Murder at Midnight,1931,,42/100,0,1,0,0,0,0,movie,5.4,"['Crime', 'Mystery']"
7610,Swordsman and Enchantress,1978,,42/100,0,1,0,0,0,0,movie,6.5,"['Action', 'Mystery']"
7611,Locas por el Cambio,2020,13+,42/100,0,1,0,0,0,0,movie,4.9,['Comedy']
7612,"A Boy, a Girl and a Dog",1946,,42/100,0,1,0,0,0,0,movie,6.8,"['Action', 'Drama', 'War']"
7613,Werewolf,2020,,42/100,0,1,0,0,0,0,movie,6.6,"['Short', 'Comedy', 'Horror']"
7614,Separate Ways,1981,18+,42/100,0,1,0,0,0,0,movie,4.6,['Drama']
7615,Odd Squad: World Turned Odd,2018,,42/100,0,1,0,0,0,0,tv movie,6.9,"['Action', 'Adventure', 'Comedy', 'Family']"
7616,The Go-Getters,2018,,42/100,0,1,0,0,0,0,movie,5.4,"['Adventure', 'Comedy']"
7617,Afterimages,2014,,42/100,0,1,0,0,0,0,movie,5.0,"['Fantasy', 'Horror', 'Thriller']"
7618,Gun Brothers,1956,,42/100,0,1,0,0,0,0,movie,5.9,['Western']
7619,Meteor Moon,2020,7+,42/100,0,1,0,0,0,0,movie,2.3,"['Action', 'Sci-Fi']"
7620,Maggie's War,2012,,42/100,0,1,0,0,0,0,movie,7.8,['Documentary']
7621,The Haunting of Borley Rectory,2019,,42/100,0,1,0,0,0,0,movie,3.2,['Horror']
7622,High: The True Tale of American Marijuana,2008,,42/100,0,1,0,0,0,0,video movie,6.5,['Documentary']
7623,Striking Range,2006,18+,42/100,0,1,0,0,0,0,movie,3.9,"['Action', 'Thriller']"
7624,DIVOS!,2020,,42/100,0,1,0,0,0,0,movie,5.1,"['Comedy', 'Drama']"
7625,The Eagle and the Hawk,1950,,42/100,0,1,0,0,0,0,movie,6.0,['Western']
7626,Drugs as Weapons Against Us: The CIA War on Musicians and Activists,2018,,42/100,0,1,0,0,0,0,movie,5.9,['Documentary']
7627,The Coverup,2008,18+,42/100,0,1,0,0,0,0,movie,5.3,"['Crime', 'Drama', 'Mystery', 'Thriller']"
7628,Kaatru Veliyidai,2017,7+,42/100,0,1,0,0,0,0,movie,5.9,"['Action', 'Drama', 'Romance']"
7629,Space Dogs: Tropical Adventure,2020,7+,42/100,0,1,0,0,0,0,movie,5.3,"['Animation', 'Action', 'Adventure', 'Family']"
7630,I Love N.Y.,1987,18+,42/100,0,1,0,0,0,0,movie,4.0,"['Comedy', 'Drama']"
7631,Rudy Ruettiger: The Walk On,2017,,42/100,0,1,0,0,0,0,movie,7.5,"['Documentary', 'Sport']"
7632,Suburban Nightmare,2004,18+,42/100,0,1,0,0,0,0,video movie,4.8,['Horror']
7633,The Magical Life of Long Tack Sam,2003,,42/100,0,1,0,0,0,0,movie,7.3,['Documentary']
7634,Snowbound for Christmas,2019,7+,42/100,0,1,0,0,0,0,tv movie,5.3,['Romance']
7635,Lost Holiday,2019,,42/100,0,1,0,0,0,0,movie,4.8,"['Comedy', 'Mystery']"
7636,Forgotten Ellis Island,2008,7+,42/100,0,1,0,0,0,0,movie,7.4,['Documentary']
7637,Savage Island,2004,18+,42/100,0,1,0,0,0,0,movie,4.1,"['Horror', 'Thriller']"
7638,Wax: We Are The X,2015,,42/100,0,1,0,0,0,0,movie,6.2,"['Adventure', 'Romance', 'Thriller']"
7639,Papam Cheyyathavar Kalleriyatte,2020,,42/100,0,1,0,0,0,0,movie,5.7,['Comedy']
7640,The Far Frontier,1948,,42/100,0,1,0,0,0,0,movie,6.5,['Western']
7641,99,2019,,42/100,0,1,0,0,0,0,movie,6.2,['Drama']
7642,Blonde for a Day,1946,,42/100,0,1,0,0,0,0,movie,5.4,"['Action', 'Adventure', 'Crime', 'Mystery']"
7643,Dead Silent,1999,,42/100,0,1,0,0,0,0,movie,4.8,['Thriller']
7644,Bail Out,1989,18+,42/100,0,1,0,0,0,0,video movie,4.5,"['Action', 'Comedy', 'Crime', 'Thriller']"
7645,Sharing the Secret,2000,,42/100,0,1,0,0,0,0,tv movie,6.4,['Drama']
7646,The Devil to Pay,2020,18+,42/100,0,1,0,0,0,0,movie,6.2,['Thriller']
7647,Private Information,1952,,42/100,0,1,0,0,0,0,movie,6.5,['Drama']
7648,"High, Wild and Free",1968,,42/100,0,1,0,0,0,0,movie,7.8,"['Documentary', 'Family']"
7649,Midnight Chronicles,2008,,42/100,0,1,0,0,0,0,movie,3.7,"['Action', 'Adventure', 'Fantasy']"
7650,Tarzan the Fearless,1933,7+,42/100,0,1,0,0,0,0,movie,5.0,"['Adventure', 'Family']"
7651,Revelation Trail,2014,18+,42/100,0,1,0,0,0,0,movie,4.4,"['Drama', 'Horror', 'Western']"
7652,Riders of the Whistling Pines,1949,,42/100,0,1,0,0,0,0,movie,5.8,['Western']
7653,The Swap,1979,18+,42/100,0,1,0,0,0,0,movie,3.4,"['Crime', 'Drama']"
7654,Break Even,2020,,42/100,0,1,0,0,0,0,movie,5.0,['Action']
7655,Custody of the Heart,2000,,42/100,0,1,0,0,0,0,tv movie,5.3,"['Drama', 'Sport']"
7656,Omaha Beach: Honor and Sacrifice,2014,,42/100,0,1,0,0,0,0,movie,8.2,"['Documentary', 'War']"
7657,The Murder of Hi Good,2012,,42/100,0,1,0,0,0,0,movie,6.4,['Western']
7658,Convergence,2000,18+,42/100,0,1,0,0,0,0,movie,4.3,"['Action', 'Thriller']"
7659,Jane and Emma,2018,7+,42/100,0,1,0,0,0,0,movie,6.6,['Drama']
7660,Cowboy and the Senorita,1944,,42/100,0,1,0,0,0,0,movie,5.9,['Western']
7661,Old Goats,2014,,42/100,0,1,0,0,0,0,,,['nan']
7662,Before I Say Goodbye,2003,13+,42/100,0,1,0,0,0,0,tv movie,5.4,"['Crime', 'Drama', 'Mystery', 'Thriller']"
7663,Locomotive,2013,,42/100,0,1,0,0,0,0,movie,7.3,"['Drama', 'Music', 'Romance']"
7664,Spirit of the Game,2016,7+,42/100,0,1,0,0,0,0,movie,5.2,['Biography']
7665,Still Today,2020,16+,42/100,0,1,0,0,0,0,movie,5.4,"['Comedy', 'Romance']"
7666,Sons of New Mexico,1949,,42/100,0,1,0,0,0,0,movie,6.5,['Western']
7667,Josie & Jack,2019,,42/100,0,1,0,0,0,0,movie,4.6,['Drama']
7668,Lady Behave!,1937,,42/100,0,1,0,0,0,0,movie,6.2,"['Comedy', 'Romance']"
7669,The Duke Is Tops,1938,,42/100,0,1,0,0,0,0,movie,5.5,"['Comedy', 'Drama', 'Musical']"
7670,Romance on the Range,1942,,42/100,0,1,0,0,0,0,movie,6.7,['Western']
7671,Calendar Girl,1947,,42/100,0,1,0,0,0,0,movie,5.9,"['Musical', 'Romance']"
7672,Song of Texas,1943,,41/100,0,1,0,0,0,0,movie,6.3,['Western']
7673,Condemned to Live,1935,,41/100,0,1,0,0,0,0,movie,4.8,"['Drama', 'Horror', 'Mystery']"
7674,"An American Girl Story: Summer Camp, Friends For Life",2017,,41/100,0,1,0,0,0,0,tv movie,6.5,['Family']
7675,The Black Tent,1956,,41/100,0,1,0,0,0,0,movie,5.4,"['Drama', 'War', 'Romance']"
7676,Perfect Plan,2010,18+,41/100,0,1,0,0,0,0,tv movie,5.5,['Thriller']
7677,"Love, Repeat",2020,,41/100,0,1,0,0,0,0,movie,4.1,"['Comedy', 'Drama', 'Family', 'Romance']"
7678,Mike E. Winfield: Stepman,2019,,41/100,0,1,0,0,0,0,movie,6.9,['Comedy']
7679,Seed of Innocence,1980,18+,41/100,0,1,0,0,0,0,movie,5.4,['Drama']
7680,Sakka Podu Podu Raja,2017,,41/100,0,1,0,0,0,0,movie,4.4,"['Action', 'Comedy']"
7681,Guardians of the Lost Code,2010,,41/100,0,1,0,0,0,0,movie,5.7,"['Animation', 'Adventure']"
7682,Double Down,2020,,41/100,0,1,0,0,0,0,movie,4.4,['Drama']
7683,100 Kilos,2001,18+,41/100,0,1,0,0,0,0,video movie,5.4,"['Crime', 'Drama']"
7684,The Majestic Life of Queen Elizabeth II,2013,,41/100,0,1,0,0,0,0,,,['nan']
7685,Jack the Reaper,2011,18+,41/100,0,1,0,0,0,0,movie,3.7,['Horror']
7686,Mayor Cupcake,2011,7+,41/100,0,1,0,0,0,0,movie,5.8,"['Comedy', 'Drama', 'Family']"
7687,Shoot First And Pray You Live,2008,18+,41/100,0,1,0,0,0,0,movie,6.0,"['Action', 'Adventure', 'Western']"
7688,Bombay To Bangkok,2008,,41/100,0,1,0,0,0,0,movie,4.6,"['Comedy', 'Crime', 'Romance']"
7689,Bunnyman Vengeance,2017,,41/100,0,1,0,0,0,0,movie,3.1,['Horror']
7690,"Kevin Nealon: Whelmed, But Not Overly",2012,16+,41/100,0,1,0,0,0,0,movie,6.3,['Comedy']
7691,Ekaj,2015,,41/100,0,1,0,0,0,0,movie,6.1,"['Crime', 'Drama']"
7692,Overrun!,1970,,41/100,0,1,0,0,0,0,movie,5.0,"['Action', 'Drama', 'War']"
7693,Stagecoach to Denver,1946,all,41/100,0,1,0,0,0,0,movie,5.9,['Western']
7694,Nick Di Paolo: Raw Nerve,2011,18+,41/100,0,1,0,0,0,0,movie,6.8,"['Documentary', 'Comedy']"
7695,Four Seasons Lodge,2008,,41/100,0,1,0,0,0,0,movie,7.2,['Documentary']
7696,Last Chance Cafe,2006,13+,41/100,0,1,0,0,0,0,tv movie,5.7,"['Crime', 'Family', 'Romance', 'Thriller']"
7697,Roarin' Lead,1936,,41/100,0,1,0,0,0,0,movie,6.2,['Western']
7698,Doug Stanhope: The Comedians' Comedian's Comedians,2017,,41/100,0,1,0,0,0,0,movie,6.3,['Comedy']
7699,Cern and the Sense of Beauty,2017,,41/100,0,1,0,0,0,0,movie,6.4,['Documentary']
7700,Vinaya Vidheya Rama,2019,,41/100,0,1,0,0,0,0,movie,3.3,['Action']
7701,Willie Barcena: The Truth Hurts,2016,,41/100,0,1,0,0,0,0,movie,6.3,['Comedy']
7702,Voyage to the Planet of Prehistoric Women,1968,7+,41/100,0,1,0,0,0,0,movie,2.9,"['Adventure', 'Sci-Fi']"
7703,Hornet's Nest,2012,16+,41/100,0,1,0,0,0,0,tv movie,4.9,"['Crime', 'Drama']"
7704,Martin Clunes: Heavy Horsepower,2010,,41/100,0,1,0,0,0,0,,,['nan']
7705,Moments Without Proper Names,1987,,41/100,0,1,0,0,0,0,movie,7.7,['nan']
7706,The Man from Kathmandu,2020,13+,41/100,0,1,0,0,0,0,movie,5.0,"['Action', 'Drama']"
7707,San Fernando Valley,1944,,41/100,0,1,0,0,0,0,movie,6.8,['Western']
7708,William the Conqueror,2015,,41/100,0,1,0,0,0,0,tv movie,6.0,"['Drama', 'History']"
7709,Don't Look Down,2016,,41/100,0,1,0,0,0,0,movie,7.1,['Documentary']
7710,American Visa,2005,18+,41/100,0,1,0,0,0,0,movie,6.1,"['Crime', 'Drama', 'Romance']"
7711,Mike Case in: The Big Kiss Off,2013,,41/100,0,1,0,0,0,0,movie,6.5,['Comedy']
7712,The Bid,2021,18+,41/100,0,1,0,0,0,0,movie,4.2,['Comedy']
7713,Warrior Road,2017,18+,41/100,0,1,0,0,0,0,movie,6.6,['Drama']
7714,My Father's Will,2009,13+,41/100,0,1,0,0,0,0,,,['Drama']
7715,The Fear,2013,,41/100,0,1,0,0,0,0,movie,6.3,['Drama']
7716,ExPatriot,2017,,41/100,0,1,0,0,0,0,movie,4.3,"['Crime', 'Drama', 'Thriller']"
7717,Forest Fairies,2015,all,41/100,0,1,0,0,0,0,movie,6.6,"['Adventure', 'Family', 'Fantasy']"
7718,Phantom Racer,2009,16+,41/100,0,1,0,0,0,0,tv movie,3.9,"['Action', 'Horror', 'Thriller']"
7719,Black Ballerina,2016,all,41/100,0,1,0,0,0,0,movie,7.5,['Documentary']
7720,The Curse of Hobbes House,2020,18+,41/100,0,1,0,0,0,0,movie,3.7,"['Drama', 'Horror']"
7721,Eggy,2015,,41/100,0,1,0,0,0,0,episode,,"['Drama', 'Reality-TV']"
7722,Rim of the Canyon,1949,,41/100,0,1,0,0,0,0,movie,6.3,['Western']
7723,In the Blink of an Eye,1996,,41/100,0,1,0,0,0,0,tv movie,5.6,"['Biography', 'Crime', 'Drama']"
7724,Palooka,1934,,41/100,0,1,0,0,0,0,movie,6.1,"['Comedy', 'Family', 'Music']"
7725,Rideshare,2018,,41/100,0,1,0,0,0,0,movie,4.4,"['Horror', 'Thriller']"
7726,Blackmark,2018,,41/100,0,1,0,0,0,0,movie,4.6,"['Action', 'Drama', 'Thriller']"
7727,The Princess Castle,1996,,41/100,0,1,0,0,0,0,video movie,7.1,"['Animation', 'Family', 'Fantasy']"
7728,Six Million Steps: A Journey Inward,2011,,41/100,0,1,0,0,0,0,movie,7.0,['Documentary']
7729,Lady in the Death House,1944,,41/100,0,1,0,0,0,0,movie,5.3,"['Crime', 'Drama', 'Film-Noir', 'Romance']"
7730,Pretend You Don't See Her,2002,13+,41/100,0,1,0,0,0,0,tv movie,5.6,"['Crime', 'Drama', 'Mystery', 'Thriller']"
7731,The Moors Murders,1999,,41/100,0,1,0,0,0,0,tv mini series,6.4,"['Documentary', 'Crime']"
7732,Ring of Darkness,2004,18+,41/100,0,1,0,0,0,0,tv movie,2.7,"['Horror', 'Music', 'Thriller']"
7733,The Groom Wore Spurs,1951,,41/100,0,1,0,0,0,0,movie,5.4,['Comedy']
7734,The Big Sombrero,1949,,41/100,0,1,0,0,0,0,movie,5.6,['Western']
7735,Act of God,2009,all,41/100,0,1,0,0,0,0,movie,5.4,['Thriller']
7736,No Solicitors,2015,,41/100,0,1,0,0,0,0,movie,4.3,['Horror']
7737,Thief: Someday You Will Pay,2017,,41/100,0,1,0,0,0,0,video movie,5.9,"['Drama', 'Horror', 'Mystery', 'Thriller']"
7738,The Astral Factor,1976,7+,41/100,0,1,0,0,0,0,movie,3.6,"['Crime', 'Sci-Fi', 'Thriller']"
7739,The Fanny Crosby Story,2003,,41/100,0,1,0,0,0,0,,,['nan']
7740,Guilty of Treason,1950,,41/100,0,1,0,0,0,0,movie,5.9,"['Biography', 'Drama', 'History']"
7741,Musical Chairs,2012,13+,41/100,0,1,0,0,0,0,episode,,['Documentary']
7742,Gallagher: Melon Crazy,1984,,41/100,0,1,0,0,0,0,tv movie,7.1,['Comedy']
7743,The New Adventures of Peter Rabbit,1995,,41/100,0,1,0,0,0,0,video movie,5.6,"['Animation', 'Family', 'Musical']"
7744,West by Orphan Train,2014,,41/100,0,1,0,0,0,0,movie,7.9,['Documentary']
7745,Snoop Dogg Presents The Bad Girls of Comedy,2012,18+,41/100,0,1,0,0,0,0,movie,7.1,['Comedy']
7746,All In,2019,,41/100,0,1,0,0,0,0,movie,6.6,['Drama']
7747,Subira,2019,,41/100,0,1,0,0,0,0,,,['nan']
7748,Kanna Laddu Thinna Aasaiya,2013,,41/100,0,1,0,0,0,0,movie,5.3,['Comedy']
7749,The Lion of Judah,2011,7+,41/100,0,1,0,0,0,0,movie,3.6,['Animation']
7750,Swing Hostess,1944,,41/100,0,1,0,0,0,0,movie,6.0,"['Comedy', 'Drama', 'Music', 'Romance']"
7751,Dov Davidoff: Lower Your Expectations,2016,,41/100,0,1,0,0,0,0,,,['nan']
7752,Dead Man's Cards,2006,13+,41/100,0,1,0,0,0,0,movie,5.5,"['Action', 'Crime', 'Drama', 'Thriller']"
7753,Mystic Iran: The Unseen World,2002,7+,41/100,0,1,0,0,0,0,video movie,6.5,['Documentary']
7754,Danny Roane: First Time Director,2006,18+,41/100,0,1,0,0,0,0,movie,4.5,['Comedy']
7755,Ashes,2018,,41/100,0,1,0,0,0,0,movie,3.8,"['Comedy', 'Horror']"
7756,Ocean Blues,2013,,41/100,0,1,0,0,0,0,movie,7.7,"['Adventure', 'Drama', 'Romance', 'Thriller']"
7757,Ties That Bind,2010,16+,41/100,0,1,0,0,0,0,tv movie,5.0,"['Crime', 'Mystery', 'Thriller']"
7758,Stay,2018,,41/100,0,1,0,0,0,0,movie,7.6,"['Crime', 'Drama', 'Romance']"
7759,Coach of the Year,1980,all,41/100,0,1,0,0,0,0,tv movie,5.2,['Drama']
7760,Sworn to Justice,1996,18+,41/100,0,1,0,0,0,0,movie,4.9,"['Action', 'Drama', 'Thriller']"
7761,Dreaming Out Loud,1940,7+,41/100,0,1,0,0,0,0,movie,6.6,['Comedy']
7762,Mitsein,2009,,41/100,0,1,0,0,0,0,movie,7.6,['Drama']
7763,Yellowstone,1936,,41/100,0,1,0,0,0,0,movie,5.5,"['Action', 'Crime', 'Drama', 'Mystery', 'Romance']"
7764,Resistance Movement,2013,,41/100,0,1,0,0,0,0,movie,5.6,"['Drama', 'History', 'War']"
7765,Living & Dying,2007,18+,41/100,0,1,0,0,0,0,movie,3.9,"['Action', 'Crime', 'Thriller']"
7766,Pete Correale: Let Me Tell Ya,2015,,41/100,0,1,0,0,0,0,movie,7.9,['Comedy']
