,Title,Year,Age,Rotten Tomatoes,Netflix,Amazon,emmy_nomination,emmy_win,oscar_nomination,oscar_win,Type,IMDb,Genres
7255,Rain Fall,2009,18+,44/100,0,1,0,0,0,0,movie,4.7,"['Action', 'Crime', 'Drama', 'Thriller']"
7256,Mikhael,2019,,44/100,0,1,0,0,0,0,movie,5.1,"['Action', 'Thriller']"
7257,Bring Me the Head of the Machine Gun Woman,2012,,44/100,0,1,0,0,0,0,movie,5.5,"['Action', 'Comedy', 'Crime', 'Romance']"
7258,"You Belong to Me: Sex, Race and Murder in the South",2015,,44/100,0,1,0,0,0,0,movie,6.6,"['Documentary', 'Crime', 'Drama', 'History']"
7259,Henry VII: Winter King,2013,,44/100,0,1,0,0,0,0,tv movie,7.1,['History']
7260,Spooky House,2002,7+,44/100,0,1,0,0,0,0,movie,5.3,"['Comedy', 'Family']"
7261,Spring 1941,2007,18+,44/100,0,1,0,0,0,0,movie,5.9,"['Drama', 'War']"
7262,Raju Gari Gadhi 2,2017,18+,44/100,0,1,0,0,0,0,movie,5.3,"['Comedy', 'Horror', 'Thriller']"
7263,Licks,2013,18+,44/100,0,1,0,0,0,0,movie,6.4,['Drama']
7264,Harriet Tubman: They Called Her Moses,2018,,44/100,0,1,0,0,0,0,,,['nan']
7265,SS United States: Lady in Waiting,2008,all,44/100,0,1,0,0,0,0,tv movie,8.6,['Documentary']
7266,A Stray Goat,2017,,44/100,0,1,0,0,0,0,movie,6.1,['Drama']
7267,Available,2016,,44/100,0,1,0,0,0,0,movie,6.2,"['Drama', 'Thriller']"
7268,Sensitivity Training,2016,,44/100,0,1,0,0,0,0,movie,6.5,['Comedy']
7269,Sidekick,2005,,44/100,0,1,0,0,0,0,movie,5.4,"['Fantasy', 'Sci-Fi']"
7270,Marjaavaan,2019,,44/100,0,1,0,0,0,0,movie,3.7,"['Action', 'Drama', 'Romance']"
7271,Death of a Child,2017,13+,44/100,0,1,0,0,0,0,movie,6.5,['Documentary']
7272,Ride Out for Revenge,1957,,44/100,0,1,0,0,0,0,movie,5.7,['Western']
7273,Treasure State,2013,7+,44/100,0,1,0,0,0,0,movie,7.0,"['Adventure', 'Family']"
7274,Any Bullet Will Do,2019,,44/100,0,1,0,0,0,0,movie,4.8,['Western']
7275,The Cat in the Hat Knows a Lot About Christmas!,2012,all,44/100,0,1,0,0,0,0,tv movie,4.8,"['Animation', 'Family']"
7276,Lady Valor: The Kristin Beck Story,2014,,44/100,0,1,0,0,0,0,movie,7.3,['Documentary']
7277,One Rainy Afternoon,1936,,44/100,0,1,0,0,0,0,movie,6.0,"['Comedy', 'Musical', 'Romance']"
7278,Hollywood North,2004,18+,44/100,0,1,0,0,0,0,movie,5.5,['Comedy']
7279,Third Contact,2013,,44/100,0,1,0,0,0,0,movie,5.9,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
7280,Ape Canyon,2021,,44/100,0,1,0,0,0,0,episode,8.0,"['Mystery', 'Reality-TV']"
7281,I Will Be Murdered,2013,,44/100,0,1,0,0,0,0,movie,7.1,"['Documentary', 'News', 'Romance', 'Thriller']"
7282,The Basket,2000,7+,44/100,0,1,0,0,0,0,episode,,['Documentary']
7283,A Thousand Junkies,2017,18+,44/100,0,1,0,0,0,0,movie,6.1,"['Comedy', 'Drama']"
7284,Fatal Flip,2015,16+,44/100,0,1,0,0,0,0,tv movie,4.8,['Thriller']
7285,Breakfast in Hollywood,1946,,44/100,0,1,0,0,0,0,movie,5.8,"['Comedy', 'Music']"
7286,For the Love of Money,2012,18+,44/100,0,1,0,0,0,0,movie,4.5,"['Crime', 'Thriller']"
7287,The Swiss Conspiracy,1976,7+,44/100,0,1,0,0,0,0,movie,4.9,"['Action', 'Crime', 'Drama']"
7288,Dog City: The Movie,1989,all,44/100,0,1,0,0,0,0,,,['nan']
7289,A Haunting at the Hoyt Library,2015,,44/100,0,1,0,0,0,0,movie,5.8,['Documentary']
7290,Ghar,1978,,44/100,0,1,0,0,0,0,movie,7.0,"['Drama', 'Romance']"
7291,Fighting the Odds: The Marilyn Gambrell Story,2005,,44/100,0,1,0,0,0,0,tv movie,6.8,"['Biography', 'Drama']"
7292,"Daniel Boone, Trail Blazer",1956,all,44/100,0,1,0,0,0,0,movie,4.7,"['Adventure', 'Biography', 'Western']"
7293,Beast Mode,2020,18+,44/100,0,1,0,0,0,0,movie,3.6,"['Comedy', 'Horror']"
7294,Barista,2015,,44/100,0,1,0,0,0,0,movie,6.3,['Documentary']
7295,Vatthikuchi,2013,,44/100,0,1,0,0,0,0,,,['nan']
7296,Return to Paradise,1953,,44/100,0,1,0,0,0,0,movie,6.0,"['Adventure', 'Drama', 'Romance']"
7297,Throwback Holiday,2018,,44/100,0,1,0,0,0,0,movie,6.5,"['Comedy', 'Drama', 'Family', 'Sci-Fi']"
7298,Angel of Death,1990,,44/100,0,1,0,0,0,0,tv movie,5.6,['Thriller']
7299,Dirty Movie,2011,18+,44/100,0,1,0,0,0,0,movie,3.1,['Comedy']
7300,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013,18+,44/100,0,1,0,0,0,0,movie,2.5,['Comedy']
7301,Summer School Teachers,1974,18+,44/100,0,1,0,0,0,0,movie,4.6,"['Romance', 'Thriller']"
7302,The Legend of Halloween Jack,2018,18+,44/100,0,1,0,0,0,0,movie,3.4,"['Horror', 'Thriller']"
7303,Bear with Us,2016,18+,44/100,0,1,0,0,0,0,movie,6.9,['Comedy']
7304,Northern Borders,2015,,44/100,0,1,0,0,0,0,movie,6.3,['Drama']
7305,Arnez J: Racially Motivated,2013,,44/100,0,1,0,0,0,0,movie,6.9,['Comedy']
7306,Dracula 3000,2004,18+,44/100,0,1,0,0,0,0,movie,2.1,"['Horror', 'Sci-Fi']"
7307,'Neath Brooklyn Bridge,1942,,44/100,0,1,0,0,0,0,movie,5.8,"['Comedy', 'Drama', 'Romance', 'War']"
7308,Winter Wedding,2017,7+,44/100,0,1,0,0,0,0,tv movie,6.1,"['Drama', 'Romance']"
7309,The Identity Theft of Mitch Mustain,2013,7+,44/100,0,1,0,0,0,0,movie,6.4,"['Documentary', 'Sport']"
7310,The Custodian,2012,7+,44/100,0,1,0,0,0,0,movie,6.2,['Drama']
7311,A Country Christmas,2013,7+,44/100,0,1,0,0,0,0,movie,5.6,['Family']
7312,Bells of Rosarita,1945,all,44/100,0,1,0,0,0,0,movie,6.5,['Western']
7313,The People Across the Lake,1988,7+,44/100,0,1,0,0,0,0,tv movie,5.4,"['Horror', 'Thriller']"
7314,Joan the Woman,1916,,44/100,0,1,0,0,0,0,movie,6.5,"['Adventure', 'Drama', 'History', 'Mystery', 'War']"
7315,Mrs. Pollifax — Spy,1971,all,44/100,0,1,0,0,0,0,movie,5.6,"['Adventure', 'Comedy']"
7316,The Flemish Farm,1943,,44/100,0,1,0,0,0,0,movie,5.9,"['War', 'Drama']"
7317,Hal Sparks: Charmageddon,2010,,44/100,0,1,0,0,0,0,movie,7.3,['Comedy']
7318,Bog,1979,7+,44/100,0,1,0,0,0,0,movie,3.2,['Horror']
7319,Elyse,2020,,44/100,0,1,0,0,0,0,movie,4.2,['Drama']
7320,Hirokin: The Last Samurai,2012,18+,44/100,0,1,0,0,0,0,movie,3.3,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
7321,Clockwork Orange County,2012,,44/100,0,1,0,0,0,0,video movie,6.4,['Documentary']
7322,2 Years of Love,2016,,44/100,0,1,0,0,0,0,movie,4.7,['Romance']
7323,8 Days,2014,13+,44/100,0,1,0,0,0,0,movie,4.7,"['Drama', 'Thriller']"
7324,The Ghost and the Whale,2016,,44/100,0,1,0,0,0,0,movie,4.3,"['Drama', 'Mystery', 'Thriller']"
7325,Remember Pearl Harbor,2016,7+,44/100,0,1,0,0,0,0,tv movie,8.6,"['Documentary', 'History', 'War']"
7326,Riders in the Sky,1949,,44/100,0,1,0,0,0,0,movie,6.7,['Western']
7327,Good Intentions,2010,13+,44/100,0,1,0,0,0,0,movie,5.3,['Comedy']
7328,Hello Carter,2013,,44/100,0,1,0,0,0,0,movie,5.7,"['Comedy', 'Drama']"
7329,Mehrunisa V Lub U,2017,,44/100,0,1,0,0,0,0,movie,5.5,"['Comedy', 'Romance']"
7330,I Saw Mommy Kissing Santa Claus,2002,7+,44/100,0,1,0,0,0,0,movie,5.0,"['Comedy', 'Family']"
7331,An Eye for an Eye,2016,,44/100,0,1,0,0,0,0,movie,6.1,['Documentary']
7332,Vitality,2012,,44/100,0,1,0,0,0,0,movie,7.1,['Documentary']
7333,Sabretooth,2002,18+,44/100,0,1,0,0,0,0,tv movie,3.6,"['Horror', 'Sci-Fi']"
7334,Cosh Boy,1953,,44/100,0,1,0,0,0,0,movie,6.1,"['Crime', 'Drama']"
7335,Hot Money,2021,,44/100,0,1,0,0,0,0,movie,5.7,['Documentary']
7336,Travis Turner,2021,,44/100,0,1,0,0,0,0,movie,3.4,['Drama']
7337,Nightingale: A Melody of Life,2021,,43/100,0,1,0,0,0,0,movie,6.4,"['Drama', 'Music']"
7338,The Curse of Robert the Doll,2016,,43/100,0,1,0,0,0,0,movie,3.5,['Horror']
7339,Daniel Boone,1936,,43/100,0,1,0,0,0,0,movie,5.6,"['Biography', 'Family', 'Western']"
7340,Darling Nikki,2019,,43/100,0,1,0,0,0,0,movie,5.2,['Drama']
7341,The Pollinators,2019,,43/100,0,1,0,0,0,0,movie,7.1,['Documentary']
7342,Cowboys vs. Dinosaurs,2015,,43/100,0,1,0,0,0,0,tv movie,2.8,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller', 'Western']"
7343,Miracle Dogs,2003,all,43/100,0,1,0,0,0,0,tv movie,5.6,"['Drama', 'Family']"
7344,I Cover the Waterfront,1933,,43/100,0,1,0,0,0,0,movie,6.2,"['Crime', 'Drama', 'Romance']"
7345,"Mummy, I'm a Zombie",2014,7+,43/100,0,1,0,0,0,0,movie,4.6,['Animation']
7346,C.S. Lewis Onstage: The Most Reluctant Convert,2018,,43/100,0,1,0,0,0,0,video movie,8.9,"['Biography', 'Drama', 'History']"
7347,Cold Zone,2017,13+,43/100,0,1,0,0,0,0,movie,3.5,"['Action', 'Sci-Fi']"
7348,Useless,2020,7+,43/100,0,1,0,0,0,0,movie,5.4,"['Drama', 'Family']"
7349,Lavell Crawford: Home for the Holidays,2017,18+,43/100,0,1,0,0,0,0,movie,6.6,['Comedy']
7350,High Kick Girl!,2009,,43/100,0,1,0,0,0,0,movie,4.7,['Action']
7351,Aries Spears: Comedy Blueprint,2016,,43/100,0,1,0,0,0,0,movie,7.1,['Comedy']
7352,Galapagos Realm Of Giant Sharks,2014,all,43/100,0,1,0,0,0,0,movie,6.9,['nan']
7353,Lisa Lampanelli: Back to the Drawing Board,2015,18+,43/100,0,1,0,0,0,0,movie,6.1,"['Documentary', 'Comedy']"
7354,Trois: The Escort,2004,18+,43/100,0,1,0,0,0,0,video movie,5.0,"['Drama', 'Thriller']"
7355,Wolf,2012,,43/100,0,1,0,0,0,0,movie,6.9,"['Drama', 'Family']"
7356,Sufiyum Sujatayum,2020,,43/100,0,1,0,0,0,0,movie,5.5,"['Drama', 'Musical', 'Romance']"
7357,Marshall's Miracle,2015,7+,43/100,0,1,0,0,0,0,movie,5.3,['Family']
7358,The Legend of Swee' Pea,2015,,43/100,0,1,0,0,0,0,movie,7.3,"['Documentary', 'Animation', 'Biography', 'Sport']"
7359,Springtime in the Sierras,1947,,43/100,0,1,0,0,0,0,movie,6.2,['Western']
7360,I Eat Your Skin,1971,,43/100,0,1,0,0,0,0,movie,3.5,['Horror']
7361,Backstabbed,2016,7+,43/100,0,1,0,0,0,0,tv movie,4.8,"['Drama', 'Thriller']"
7362,Top Secret Rosies: The Female 'Computers' of WWII,2009,,43/100,0,1,0,0,0,0,movie,7.4,"['Documentary', 'War']"
7363,Gamera: Super Monster,1980,,43/100,0,1,0,0,0,0,movie,3.8,"['Action', 'Family', 'Sci-Fi']"
7364,At the Fork,2016,,43/100,0,1,0,0,0,0,movie,7.4,['Documentary']
7365,Don't Click,2012,,43/100,0,1,0,0,0,0,movie,4.8,"['Horror', 'Mystery', 'Thriller']"
7366,The Daredevils,1979,,43/100,0,1,0,0,0,0,episode,,['Animation']
7367,3 Magic Words,2010,all,43/100,0,1,0,0,0,0,movie,6.6,['Documentary']
7368,Red Is the Color of,2007,,43/100,0,1,0,0,0,0,movie,4.8,"['Comedy', 'Drama', 'Romance']"
7369,"Django, The Last Killer",1967,,43/100,0,1,0,0,0,0,movie,6.0,['Western']
7370,Survive The Hollow Shoals,2018,18+,43/100,0,1,0,0,0,0,movie,5.3,['Horror']
7371,Fireman Sam: Heroes of the Storm,2014,,43/100,0,1,0,0,0,0,video movie,5.7,['Family']
7372,The Believer,2021,,43/100,0,1,0,0,0,0,movie,3.8,['Horror']
7373,Atone,2019,,43/100,0,1,0,0,0,0,movie,3.2,['Action']
7374,Living with the Enemy,2005,18+,43/100,0,1,0,0,0,0,tv movie,5.4,"['Crime', 'Mystery', 'Thriller']"
7375,Stealing Paradise,2012,16+,43/100,0,1,0,0,0,0,tv movie,5.6,"['Drama', 'Mystery', 'Thriller']"
7376,A Haunting on Washington Avenue: The Temple Theatre,2014,,43/100,0,1,0,0,0,0,movie,6.2,['Documentary']
7377,Alcatraz,2018,,43/100,0,1,0,0,0,0,movie,3.5,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
7378,Bob Saget: Zero to Sixty,2017,18+,43/100,0,1,0,0,0,0,movie,6.2,['Comedy']
7379,Road Show,1941,,43/100,0,1,0,0,0,0,movie,6.0,"['Comedy', 'Music']"
7380,Money Kings,1998,18+,43/100,0,1,0,0,0,0,tv movie,5.8,['Drama']
7381,Monster from Green Hell,1957,,43/100,0,1,0,0,0,0,movie,3.6,"['Horror', 'Sci-Fi']"
7382,Jail Bait,1954,,43/100,0,1,0,0,0,0,movie,3.6,"['Crime', 'Drama', 'Film-Noir', 'Thriller']"
7383,Hookers on Davie,1984,,43/100,0,1,0,0,0,0,movie,7.3,['Documentary']
7384,Cuddle Party,2015,,43/100,0,1,0,0,0,0,movie,6.5,"['Short', 'Comedy', 'Drama']"
7385,Under Nevada Skies,1946,all,43/100,0,1,0,0,0,0,movie,6.5,['Western']
7386,Farm Girl in New York,2008,,43/100,0,1,0,0,0,0,movie,5.3,['Comedy']
7387,Tobruk,2008,,43/100,0,1,0,0,1,0,movie,5.9,"['History', 'War']"
7388,"Watch Me, Alone",2014,,43/100,0,1,0,0,0,0,movie,3.0,"['Short', 'Drama', 'Thriller']"
7389,Dangerous Flowers,2006,18+,43/100,0,1,0,0,0,0,movie,4.6,"['Action', 'Comedy']"
7390,At Granny's House,2015,,43/100,0,1,0,0,0,0,movie,4.8,['Thriller']
7391,Terrordactyl,2016,,43/100,0,1,0,0,0,0,movie,4.3,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
7392,A Time for Heaven,2017,,43/100,0,1,0,0,0,0,movie,6.4,"['Drama', 'Family']"
7393,Roth on Roth,2013,,43/100,0,1,0,0,0,0,episode,,['Talk-Show']
7394,False Hopes,2020,7+,43/100,0,1,0,0,0,0,movie,5.0,"['Comedy', 'Romance']"
7395,Hidden Agenda,2001,18+,43/100,0,1,0,0,0,0,movie,4.6,"['Action', 'Crime', 'Mystery', 'Thriller']"
7396,Angel of the Skies,2013,13+,43/100,0,1,0,0,0,0,movie,4.0,"['Crime', 'Drama', 'Thriller', 'War']"
7397,Joel Mchale: Live from Pyongyang,2019,,43/100,0,1,0,0,0,0,movie,6.2,['Comedy']
7398,Extraordinary: The Seeding,2019,,43/100,0,1,0,0,0,0,movie,5.0,['Documentary']
7399,Kilroy,2021,,43/100,0,1,0,0,0,0,movie,4.3,"['Biography', 'Drama', 'History']"
7400,Stalked by My Doctor: Patient's Revenge,2018,16+,43/100,0,1,0,0,0,0,tv movie,5.4,['Thriller']
7401,Luna: Spirit of the Whale,2007,7+,43/100,0,1,0,0,0,0,tv movie,6.2,"['Adventure', 'Drama', 'Family']"
7402,Henry & Me,2014,7+,43/100,0,1,0,0,0,0,movie,6.1,"['Animation', 'Family']"
7403,The Mystery of Mr. Wong,1939,,43/100,0,1,0,0,0,0,movie,6.3,['Mystery']
7404,Instant Death,2017,,43/100,0,1,0,0,0,0,movie,,"['Short', 'Horror']"
7405,Gallagher: Stuck in the Sixties,1983,,43/100,0,1,0,0,0,0,movie,7.5,"['Documentary', 'Comedy']"
7406,Petunia,2013,,43/100,0,1,0,0,0,0,episode,,"['Animation', 'Comedy']"
7407,Dragon Day,2013,7+,43/100,0,1,0,0,0,0,movie,3.9,"['Drama', 'Sci-Fi', 'Thriller']"
7408,Ice Princess Lily,2018,7+,43/100,0,1,0,0,0,0,movie,5.3,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Musical']"
7409,Mickey,1948,,43/100,0,1,0,0,0,0,movie,6.7,"['Comedy', 'Drama']"
7410,Mambo,1954,,43/100,0,1,0,0,0,0,movie,5.8,['Drama']
7411,Kuldip Patwal: I Didn't Do It!,2018,,43/100,0,1,0,0,0,0,movie,6.6,"['Crime', 'Drama', 'Mystery']"
7412,The Dalton Girls,1957,,43/100,0,1,0,0,0,0,movie,5.6,['Western']
7413,Seven Alone,1974,all,43/100,0,1,0,0,0,0,movie,5.5,"['Adventure', 'Family', 'Western']"
7414,Red Garters,1954,,43/100,0,1,0,0,1,0,movie,5.9,"['Action', 'Music', 'Romance', 'Western']"
7415,I Need You to Kill,2017,18+,43/100,0,1,0,0,0,0,movie,7.3,['Documentary']
7416,The Admiral Was a Lady,1950,all,43/100,0,1,0,0,0,0,movie,5.9,"['Comedy', 'Romance']"
7417,The Gangster's Daughter,2017,,43/100,0,1,0,0,0,0,movie,5.8,"['Crime', 'Drama']"
7418,Back in the Saddle,1941,,43/100,0,1,0,0,0,0,movie,6.0,['Western']
7419,A Mother's Revenge,2016,16+,43/100,0,1,0,0,0,0,tv movie,4.7,"['Action', 'Drama', 'Thriller']"
7420,"Dennis Miller: Fake News, Real Jokes",2018,,43/100,0,1,0,0,0,0,movie,5.8,"['Documentary', 'Comedy']"
7421,Frame 313: The JFK Assassination Theories,2008,,43/100,0,1,0,0,0,0,movie,6.6,"['Documentary', 'Crime', 'History', 'Mystery']"
7422,Midnight Stallion,2013,,43/100,0,1,0,0,0,0,movie,5.2,"['Action', 'Drama', 'Family']"
7423,The Night Is Young,2015,18+,43/100,0,1,0,0,0,0,movie,,"['Short', 'Drama']"
7424,Smiley Face Killers,2020,18+,43/100,0,1,0,0,0,0,movie,3.6,"['Horror', 'Thriller']"
7425,UFOs: The Secret History,2010,,43/100,0,1,0,0,0,0,movie,6.4,['Documentary']
7426,Pearl,2020,,43/100,0,1,0,0,1,0,movie,4.8,['Drama']
7427,Under Western Stars,1938,,43/100,0,1,0,0,1,0,movie,6.0,"['Adventure', 'Western']"
7428,I Heard the Owl Call My Name,1973,,43/100,0,1,0,0,0,0,tv movie,7.3,['Drama']
7429,Flight from Ashiya,1964,,43/100,0,1,0,0,0,0,movie,5.4,"['Adventure', 'Romance', 'Drama', 'War']"
7430,Who Put The Klan Into Ku Klux Klan,2018,,43/100,0,1,0,0,0,0,movie,6.6,['Documentary']
7431,Get Well Soon,2001,18+,43/100,0,1,0,0,0,0,movie,5.2,"['Comedy', 'Drama', 'Romance']"
7432,Look Again,2012,,43/100,0,1,0,0,0,0,movie,6.3,['Documentary']
7433,The Cat In The Hat Knows A Lot About Halloween!,2016,all,43/100,0,1,0,0,0,0,tv movie,6.1,"['Animation', 'Family']"
7434,My First Love,2015,,43/100,0,1,0,0,0,0,video movie,6.8,"['Drama', 'Romance']"
7435,Who Needs Enemies,2013,18+,43/100,0,1,0,0,0,0,movie,5.5,"['Crime', 'Drama', 'Thriller']"
7436,Custer's Last Stand,1936,,43/100,0,1,0,0,0,0,movie,4.7,"['Adventure', 'History', 'Romance', 'War', 'Western']"
7437,Bells of San Angelo,1947,,43/100,0,1,0,0,0,0,movie,5.7,['Western']
7438,Nibiru - Return of the Gods,2014,,43/100,0,1,0,0,0,0,movie,,"['Documentary', 'Short']"
7439,Rolling Stone: Life and Death of Brian Jones,2019,13+,43/100,0,1,0,0,0,0,movie,6.3,['Documentary']
7440,Friends & Crocodiles,2005,,43/100,0,1,0,0,0,0,tv movie,6.7,['Drama']
7441,Happy Hour,2003,16+,43/100,0,1,0,0,0,0,movie,6.3,"['Comedy', 'Drama']"
7442,Black Boys,2020,,43/100,0,1,0,0,0,0,movie,5.2,['Documentary']
7443,Agent F.O.X.,2015,all,43/100,0,1,0,0,0,0,,,['nan']
7444,Inspector Gadget's Last Case,2002,7+,43/100,0,1,0,0,0,0,tv movie,5.3,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi']"
7445,The Bray Road Beast,2018,,43/100,0,1,0,0,0,0,movie,5.4,['Documentary']
7446,Wyeth,2018,,43/100,0,1,0,0,0,0,movie,8.0,['Documentary']
7447,Willed to Kill,2012,16+,43/100,0,1,0,0,0,0,tv movie,5.5,"['Action', 'Drama', 'Mystery', 'Thriller']"
7448,Stunts,1977,7+,43/100,0,1,0,0,0,0,movie,5.5,"['Drama', 'Mystery']"
7449,Melody Makers,2019,,43/100,0,1,0,0,0,0,episode,,['Family']
7450,Boyfriend Killer,2017,16+,43/100,0,1,0,0,0,0,tv movie,5.1,"['Drama', 'Thriller']"
7451,Don't Call Me Bigfoot,2020,7+,43/100,0,1,0,0,0,0,movie,5.5,['Documentary']
7452,LAW,2020,,43/100,0,1,0,0,0,0,movie,5.6,['Thriller']
7453,Andrew Santino: Home Field Advantage,2017,18+,43/100,0,1,0,0,0,0,movie,5.7,['Comedy']
7454,The Zombie King,2013,,43/100,0,1,0,0,0,0,movie,3.2,"['Comedy', 'Horror']"
7455,Jenny McCarthy's Dirty Sexy Funny,2014,18+,43/100,0,1,0,0,0,0,movie,5.5,['Comedy']
7456,Grandma's House,2016,7+,43/100,0,1,0,0,0,0,movie,6.3,['Drama']
7457,Minesweeper,1943,,43/100,0,1,0,0,0,0,movie,5.2,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'War']"
7458,No Room To Die,1969,,43/100,0,1,0,0,0,0,movie,5.9,['Western']
7459,Tarzan and the Trappers,1958,all,43/100,0,1,0,0,0,0,tv movie,5.1,"['Action', 'Adventure']"
7460,For the Love of Jessee,2020,16+,43/100,0,1,0,0,0,0,movie,5.8,['Drama']
7461,Global Meltdown,2017,18+,43/100,0,1,0,0,0,0,tv movie,3.2,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
7462,Brian Posehn: Posehn 25x2,2017,,43/100,0,1,0,0,0,0,movie,6.8,['Comedy']
7463,The Painted Hills,1951,all,43/100,0,1,0,0,0,0,movie,4.1,"['Drama', 'Family', 'Western']"
7464,The Bobot,2018,,43/100,0,1,0,0,0,0,movie,4.8,"['Adventure', 'Family', 'Sci-Fi']"
7465,Sinful,2020,,43/100,0,1,0,0,0,0,movie,4.4,['Thriller']
7466,The Florentine,1999,18+,43/100,0,1,0,0,0,0,movie,5.6,"['Comedy', 'Drama']"
7467,My Rebound Girl,2016,,43/100,0,1,0,0,0,0,movie,6.9,"['Comedy', 'Romance']"
7468,"Salome, Where She Danced",1945,13+,43/100,0,1,0,0,0,0,movie,5.5,"['Adventure', 'Drama', 'Music', 'Romance', 'War', 'Western']"
7469,Dirty Dirty Jokes,1984,18+,43/100,0,1,0,0,0,0,video movie,6.4,['Comedy']
7470,The Missouri Traveler,1958,,43/100,0,1,0,0,0,0,movie,6.4,"['Drama', 'Family', 'Western']"
7471,Relentless,2020,,43/100,0,1,0,0,0,0,movie,4.7,['Action']
7472,Takedown,2010,18+,43/100,0,1,0,0,0,0,episode,8.5,"['Action', 'Crime', 'Drama', 'Mystery', 'Romance']"
7473,Light Girls,2015,,43/100,0,1,0,0,0,0,movie,7.3,['Documentary']
7474,The Initiation of Sarah,1978,,43/100,0,1,0,0,0,0,tv movie,5.8,"['Horror', 'Thriller']"
7475,The Giant Killer,2017,,43/100,0,1,0,0,0,0,movie,7.4,['Documentary']
7476,Mule Train,1950,,43/100,0,1,0,0,0,0,movie,6.7,['Western']
7477,He's Mine Not Yours,2011,,43/100,0,1,0,0,0,0,movie,5.1,"['Comedy', 'Romance']"
7478,Stuck on You!,1982,18+,43/100,0,1,0,0,0,0,movie,4.4,"['Comedy', 'Romance']"
7479,Doctor Blood's Coffin,1961,,43/100,0,1,0,0,0,0,movie,4.9,"['Horror', 'Sci-Fi', 'Thriller']"
7480,Diana: The Royal Truth,2017,,43/100,0,1,0,0,0,0,movie,7.3,['Documentary']
7481,La calle de los pianistas,2015,,43/100,0,1,0,0,0,0,movie,7.6,"['Documentary', 'Music']"
7482,Never Met Picasso,1996,,43/100,0,1,0,0,0,0,movie,5.7,"['Comedy', 'Drama', 'Romance']"
7483,Love by Accident,2020,,43/100,0,1,0,0,0,0,tv movie,5.8,['Romance']
7484,Bryan Callen: Complicated Apes,2019,,43/100,0,1,0,0,0,0,movie,7.4,['Comedy']
7485,JFK's Women: The Scandals Revealed,2006,,43/100,0,1,0,0,0,0,episode,7.6,['Documentary']
7486,Boss 2,2017,,43/100,0,1,0,0,0,0,movie,5.0,['Action']
7487,Snow Is on the Sea Breeze,2015,,43/100,0,1,0,0,0,0,,,['nan']
7488,Gina Brillon: The Floor Is Lava,2020,18+,43/100,0,1,0,0,0,0,movie,6.3,['Comedy']
7489,Revival: The Sam Bush Story,2015,,43/100,0,1,0,0,0,0,movie,8.1,"['Documentary', 'History', 'Music', 'Musical']"
7490,Terrortory 2,2018,,43/100,0,1,0,0,0,0,movie,4.6,['Horror']
7491,Tio Papi,2013,7+,43/100,0,1,0,0,0,0,movie,6.1,"['Comedy', 'Drama', 'Family']"
7492,A Fine Step,2014,7+,43/100,0,1,0,0,0,0,movie,5.3,['Drama']
7493,By Night's End,2020,18+,43/100,0,1,0,0,0,0,movie,5.0,"['Crime', 'Thriller']"
7494,A Haunting on Hamilton Street 2: The Stable,2011,,43/100,0,1,0,0,0,0,movie,6.0,['Documentary']
7495,The Capture,1950,,43/100,0,1,0,0,0,0,movie,5.9,"['Crime', 'Drama', 'Western']"
7496,The Stalker,2020,,43/100,0,1,0,0,0,0,movie,3.8,"['Horror', 'Mystery', 'Thriller']"
7497,Last Call,2012,,43/100,0,1,2,0,0,0,movie,4.3,['Comedy']
7498,Jayam,2003,,43/100,0,1,0,0,0,0,movie,6.1,"['Action', 'Drama', 'Romance']"
7499,The First Secret City,2015,7+,43/100,0,1,0,0,0,0,movie,7.2,['Documentary']
7500,The Real Lost World,2006,,42/100,0,1,0,0,0,0,tv movie,6.9,['Adventure']
7501,Soul Assassin,2001,18+,42/100,0,1,0,0,0,0,movie,4.3,"['Crime', 'Thriller', 'Action']"
7502,Boyz 2,2018,,42/100,0,1,0,0,0,0,movie,6.9,['Comedy']
7503,Roommate Wanted,2015,18+,42/100,0,1,0,0,0,0,video movie,4.6,['Thriller']
7504,The Painted Desert,1931,,42/100,0,1,0,0,0,0,movie,5.2,['Western']
7505,Wives Under Suspicion,1938,,42/100,0,1,0,0,0,0,movie,6.1,"['Crime', 'Drama', 'Romance']"
7506,2 Bedroom 1 Bath,2014,18+,42/100,0,1,0,0,0,0,movie,3.7,"['Horror', 'Mystery', 'Thriller']"
7507,Babru,2019,,42/100,0,1,0,0,0,0,movie,6.8,['Thriller']
7508,Gallagher: Over Your Head,1984,,42/100,0,1,0,0,0,0,movie,7.3,"['Documentary', 'Comedy']"
